Genus,Species,LOA (mm),MSR,C,Ven,CS,SC,ST,RTL (%),Elev. (m),RM,OS
Lycodon,subannulatus,295–684,15,S,221–244,E,88–111,2,23.7–26.0,15–400,0,3–5
Lycodon,subcinctus,222–1180,17,S/k,190–230,D(E),57–94,2,16.4–21.6,20–1770,0,3–14
Lycodon,synaptor,377–783,17,S/k,186–210,E,67–84,2,18.0–27.1,675–1950,0,–
Lycodon,tessellatus,344–344,17,S,163–211,D,56–76,2,20.1–20.1,10,0,–
Lycodon,tiwari,379–790,17,S,218–237,D,60–102,2,15.6–23.5,20–35,0,–
Lycodon,travancoricus,218–742,17,S,162–206,E(D),50–78,3,16.8–21.6,145–1800,0,2–10
Lycodon,tristrigatus,360–643,13–15,S,209–236,E,83–100,2,21.9–23.2,100–610,0,–
Lycodon,truongi,895,17,S/k,200,D,91,2,21.8,500,0,–
Lycodon,yunnanensis,283–698,17,S/k,186–202,E,67–80,2,18.0–22.4,1935,0,–
Lycodon,zawi,264–672,17,S,179–207,D,45–75,2,15.5–21.1,145–1220,0,3
Lycodon,zayuensis,849–1600,17,S/k,219–234,D,84–93,2,16.4–20.1,200–2800,0,–
Lycodon,zoosvictoriae,521–521,17,S/k,213,E,85,2,21.1–21.1,1285,0,–
Lycodonomorphus,bicolor,227–725,23–25,S,152–166,E,50–71,2,15.0–25.4,770–780,0,4–8
Lycodonomorphus,inornatus,190–1315,21–25,S,170–196,E,45–70,2,13.3–22.2,0–1845,0,5–15
Lycodonomorphus,laevissimus,272–1186,19,S,154–179,E,53–89,2,11.4–31.9,0–1715,0,4–17
Lycodonomorphus,leleupi,230–840,21,S,162–174,E,47–56,2,18.4–22.8,1750,0,9
Lycodonomorphus,mlanjensis,460–930,21,S,161–171,E,51–76,2,17.0–26.0,715–1500,0,4–10
Lycodonomorphus,obscuriventris,138–660,19,S,159–176,E,37–54,2,12.9–18.3,345,0,4–8
Lycodonomorphus,rufulus,55–970,19–25,S,152–196,E,37–89,2,17.5–38.4,365–2135,0,5–23
Lycodonomorphus,whytii,336–748,19,S,159–173,E,37–62,2,12.0–20.2,1000–1900,0,4–10
Lycodryas,citrinus,405–705,17,S,239–254,D,111–126,1/3,22.9–24.1,125–380,1,2
Lycodryas,cococola,516–1047,17–19,S,232–260,D,84–116,2,17.3–23.5,10–600,1,–
Lycodryas,gaimardi,299–837,17,S,235–284,D,95–117,1/3,19.1–25.9,200–800,0,4
Lycodryas,granuliceps,494–1020,17,S,220–265,D,99–122,2,21.1–25.1,60–800,0,–
Lycodryas,guentheri,334–520,17,S,185–209,D,70–96,2/3,19.2–24.8,130–1345,0,–
Lycodryas,inopinae,437–619,17,S,223–248,D,108–113,1,24.0–26.5,120–500,0,–
Lycodryas,inornatus,535–647,17,S,210–234,D,106–114,2/3,26.5–29.0,0–200,0,–
Lycodryas,maculatus,260–1052,17–19,S,233–259,D,85–126,2,19.0–25.3,0–583,1,3
Lycodryas,pseudogranuliceps,212–730,17,S,220–239,D,75–118,2,19.8–26.7,100–540,1,1–4
Lycognathophis,seychellensis,785–1240,17,K,184–202,D(E),92–110,2,26.9–31.0,10–920,0,2–9
Lycophidion,acutirostre,170–310,17,S,132–161,E,19–31,2,9.7–13.0,0–615,0,3–8
Lycophidion,albomaculatum,350–620,17,S,180–210,E,33–53,2,11.8–13.8,0–105,0,–
Lycophidion,capense,65–698,17,S,163–221,E,25–48,2,8.0–17.2,0–2500,0,3–10
Lycophidion,chirioi,275–464,17,S,172–188,E,26–38,2,8.4–14.5,440–620,0,–
Lycophidion,depressirostre,200–490,17,S,153–180,E,22–40,2,8.4–14.8,620–2000,0,–
Lycophidion,hellmichi,402–471,17,S,199–214,E,33–45,2,9.3–14.2,300–1215,0,–
Lycophidion,irroratum,144–530,17,S,158–193,E,27–54,2,8.5–18.1,500–1950,0,–
Lycophidion,jacksoni,200–580,17,S,173–216,E,28–51,2,8.6–14.8,590–2400,0,–
Lycophidion,laterale,200–500,17,S,171–203,E,27–45,2,7.2–13.6,25–1880,0,3
Lycophidion,meleagre,175–430,15,S,144–174,E,21–36,2,8.0–15.1,0–1600,0,–
Lycophidion,multimaculatum,200–528,17,S,155–188,E,22–38,2,7.6–13.9,0–2450,0,5–7
Lycophidion,namibianum,329–586,17,S,193–213,E,30–42,2,8.7–12.2,350–1665,0,3–4
Lycophidion,nanum,237–269,17,S,151–174,E,20–28,2,7.8–11.4,20–300,0,2
Lycophidion,nigromaculatum,200–480,17,S,171–192,E,41–53,2,10.7–15.6,15–2090,0,–
Lycophidion,ornatum,140–590,17,S,175–212,E,32–53,2,7.9–18.0,570–2900,0,2–9
Lycophidion,pembanum,267–444,17,S,170–181,E,37–47,2,11.0–19.9,20–90,0,4
Lycophidion,pygmaeum,120–288,17,S,140–155,E,21–28,2,8.3–12.4,20–630,0,3–4
Lycophidion,semiannule,180–340,17,S,134–168,E,18–31,2,8.7–17.3,0–125,0,–
Lycophidion,semicinctum,181–755,17,S,182–215,E,35–57,2,10.3–19.3,250–1125,0,–
Lycophidion,taylori,230–510,17,S,158–184,E,26–38,2,9.3–13.0,540–1525,0,–
Lycophidion,tchadensis,166–391,17,S,180–193,E,26–37,2,8.5–13.3,415–540,0,–
Lycophidion,uzungwense,214–605,17,S,180–194,E,23–31,2,7.3–12.4,1000–1940,0,–
Lycophidion,variegatum,367–433,17,S,183–204,E,28–40,2,9.5–12.8,300–1200,0,2–3
Lygophis,anomalus,110–745,19,S,142–166,D,50–83,2,18.8–28.6,40–1600,0,1–27
Lygophis,dilepis,185–602,19,S,160–189,D,49–83,2,16.8–27.4,10–925,0,4–6
Lygophis,elegantissimus,685–745,19,S,160–175,D,60–88,2,17.0–30.8,300,0,
Lygophis,flavifrenatus,192–755,17,S,149–178,D,74–98,2,22.4 –37.3,35–725,0,8–12
Lygophis,lineatus,155–635,19,S,158–179,D,70–98,2,20.8–30.8,0–900,0,3–7
Lygophis,meridionalis,193–893,19,S,158–183,D,75–96,2,23.4–39.0,10–400,0,4–7
Lygophis,paucidens,390–579,17,S,165–174,D,62–72,2,22.1–25.6,35–780,0,–
Lygophis,vanzolinii,470–748,19,S,176–192,D,76–95,2,23.7–27.3,600–850,0,–
Lytorhynchus,diadema,155–455,19,S,152–198,D,33–49,2,7.7–19.2,–335 to 2300,0,3–5
Lytorhynchus,gaddi,394–510,19,S,173–198,D,33–47,2,11.2–13.1,145-840,0,–
Lytorhynchus,gasperetti,300–400,19,S,157–167,D,40–44,2,13.5–17.0,0–2000,0,–
Lytorhynchus,kennedyi,300–383,19,S,163–175,D,39–45,2,13.3–18.0,400–1000,0,–
Lytorhynchus,maynardi,229–452,19–21,S,187–204,D,44–65,2,16.2–30.0,495–1680,0,2–4
Lytorhynchus,paradoxus,205–438,19,S,166–188,D,40–53,2,13.1–16.3,0–290,0,2
Lytorhynchus,ridgewayi,241–597,19,S,161–201,D,40–55,2,14.0–20.0,30–2600,0,3–4
Macrelaps,microlepidotus,200–1200,23–27,Sa,158–172,E,35–50,1,12.7–19.2,20–1300,0,3–19
Macrocalamus,chanardi,140–264,15,S,104–127,E,18–28,2,9.3–16.1,715–1500,0,2
Macrocalamus,emas,241–245,15,S,113–126,E,18–29,2,9.9–16.6,1810,0,–
Macrocalamus,gentingensis,369–406,15,S,122–148,E,23–33,2,6.2–14.6,1000–1750,0,2
Macrocalamus,jasoni,380–752,15,S,131–134,E,19–22,2,8.0–10.0,1765–1980,0,–
Macrocalamus,lateralis,84–385,15,S,109–132,E,14–28,2,6.4–16.1,400–2000,0,2–4
Macrocalamus,schulzi,128–399,15,S,114–136,E,17–31,2,8.7–15.6,1000–1800,0,4
Macrocalamus,tweediei,136–500,15,S,128–147,E,24–32,2,11.2–16.4,830–1970,0,–
Macrocalamus,vogeli,192,15,S,125,E,29,2,15.1,1650–1750,0,–
Macroprotodon,abubakeri,123–510,19,S,159–185,D,41–51,2,14.4–16.5,25–2360,0,–
Macroprotodon,brevis,111–598,19–25,S,154–189,D,37–53,2,15.3–15.4,5–2485,0,4–6
Macroprotodon,cucullatus,100–650,19,S,150–174,D,32–60,2,16.0–24.0,0–2500,0,2–7
Macroprotodon,mauritanicus,217–670,19–21,S,162–193,D,39–60,2,15.6–16.8,5–2495,0,–
Macroprotodon,textilis,148–528,19–23,S,151–182,D,39–54,2,15.5–16.3,500–1000,0,3–6
Macrovipera,lebetina,180–2180,23–27,K,126–181,E,29–58,2,6.0–16.7,–20 to 2500,0(1),5–35
Macrovipera,razii,550–1700,24–27,K,171–179,E,35–53,2,9.3–14.0,1500–3150,0,–
Macrovipera,schweizeri,150–1200,19–27,K,140–180,E,33–47,2,11.5–12.1,0–750,0,4–27
Madagascarophis,citrinus,353–705,25,S,182–205,D,55–71,2,19.3–20.0,300–1250,0,–
Madagascarophis,colubrinus,330–1400,25–29,S,180–213,D(E),49–76,2,12.3–18.7,5–1400,0,2–8
Madagascarophis,fuchsi,514–537,25,S,171–174,D,66–72,2,18.4–18.9,65–800,0,–
Madagascarophis,lolo,491,25,S,189,D,56,2,13.2,100,0,–
Madagascarophis,meridionalis,571–1120,29–33,S,187–232,D/E,47–73,2,13.2–15.3,5–1580,0,–
Madagascarophis,ocellatus,486–826,29–33,S,205–224,D/E,47–57,2,12.3–13.6,5–350,0,2
Madagascarophis,septentrionalis,619–666,27,S,186–200,D,64–75,2,14.5–18.0,25–330,0,–
Madatyphlops,albanalis,183–276,20,S,499–520,U,15–16,U,1.8–2.2,–,0,–
Madatyphlops,andasibensis,306–340,26,S,373–381,U,8–11,U,1.9–2.9,35–1035,0,–
Madatyphlops,arenarius,75–220,20–24,S,339–465,U,7–12,U,0.9–2.4,0–985,0,–
Madatyphlops,boettgeri,92–294,20–22,S,339–465,U,7–12,U,0.8–2.6,0–1040,0,–
Madatyphlops,calabresii,62–189,20–22,S,234–304,U,8–12,U,1.6–2.8,0–1200,0,–
Madatyphlops,comorensis,104–245,20–22,S,372–485,U,10–17,U,1.4–3.0,45–590,0,–
Madatyphlops,cuneirostris,62–189,20–24,S,196–275,U,6–11,U,1.4–3.1,0–200,0,–
Madatyphlops,decorsei,186–600,26–28,S,346–511,U,9–14,U,1.3–2.7,10–1300,0,–
Madatyphlops,domerguei,150–176,22,S,252–262,U,6–7,U,1.8–4.0,455–625,0,–
Madatyphlops,eudelini,69–191,24,S,414–418,U,15,U,3.6–5.0,585,0,–
Madatyphlops,leucocephalus,212–220,24,S,369,U,–,U,1.4,730,0,–
Madatyphlops,madagascariensis,408–410,24,S,576–580,U,14–15,U,1.9–2.1,0–350,0,–
Madatyphlops,microcephalus,77–266,20,S,310–365,U,7–11,U,1.6–2.8,20–1200,0,–
Madatyphlops,mucronatus,173–418,24–28,S,488–618,U,13–18,U,1.7–3.0,0–1000,0,–
Madatyphlops,ocularis,167–404,20,S,523–579,U,16–18,U,2.3–2.7,0–400,0,–
Madatyphlops,platyrhynchus,245–273,24,S,400–425,U,7,U,1.3,0–850,0,–
Madatyphlops,rajeryi,248–338,24–26,S,333–412,U,7–12,U,1.9–2.7,35–1035,0,–
Madatyphlops,reuteri,95–222,20,S,344–380,U,8–9,U,1.8–2.6,0–360,0,–
Magliophis,exiguus,107–565,19,S,134–146,D,79–86,2,23.4–24.4,5–550,0,3
Magliophis,stahli,143–590,19,S,151–159,D,83–97,2,24.2–34.7,0–245,0,6–18
Malayopython,reticulatus,500–7920,60–81,S,290–335,E,55–102,2,10.5–16.0,85–1500,0,5–124
Malayopython,timorensis,300–2836,53–63,S,278–289,E,62–65,2,15.6–17.8,20–1000,0,4–8
Malayotyphlops,andyi,243,26,S,392,U,12,U,1.6,45–100,0,–
Malayotyphlops,canlaonensis,122–320,30,S,> 350,U,–,U,2.0,750,0,–
Malayotyphlops,castanotus,109–253,26–28,S,299–372,U,8–14,U,2.0–3.6,0–330,0,–
Malayotyphlops,collaris,203–255,26–28,S,408–461,U,7–13,U,1.4–2.4,150–250,0,–
Malayotyphlops,denrorum,185,26,S,319,U,19,U,5.1,235,0,–
Malayotyphlops,fuscus,210–214,24,S,364,U,9,U,1.7,–,0,–
Malayotyphlops,hypogius,176–176,24,S,323,U,10–18,U,2.3,370–745,0,–
Malayotyphlops,koekkoeki,336–445,26,S,280,U,7,U,1.6–2.1,0–230,0,–
Malayotyphlops,kraali,195–362,24–28,S,330–397,U,9–12,U,1.5–2.3,915,0,–
Malayotyphlops,luzonensis,122–445,28,S,358–399,U,10–11,U,1.5–2.0,35–405,0,–
Malayotyphlops,ruber,200–260,26,S,338–378,U,9–14,U,2.1–3.1,5–460,0,–
Malayotyphlops,ruficaudus,122–367,26–30,S,335–420,U,10–14,U,1.6–3.0,0–1065,0,–
Malpolon,insignitus,260–2083,19,S,156–195,D,75–102,2,19.4–34.0,–30 to 2500,0,4–20
Malpolon,moilensis,150–1300,17–19,S,139–188,D,48–73,2,11.8–26.7,–150 to 1885,0,4–18
Malpolon,monspessulanus,150–2000,17–19,S,146–210,D,62–104,2,12.6–33.3,–330 to 3040,0,3–20
Manolepis,putnami,190–717,17–19,S,165–182,D,57–82,2,18.8–29.8,0–1900,0,10–10
Masticophis,anthonyi,820–1570,17,S,183–204,D,96–112,2,20.4–26.5,0–335,0,–
Masticophis,aurigulus,900–1580,17,S,192–207,D,120–165,2,25.2–34.0,0–1600,0,–
Masticophis,barbouri,369–1270,17,S,196–214,D,122–150,2,24.4–32.0,0–575,0,–
Masticophis,bilineatus,403–1863,15–18,S,182–222,D,120–167,2,28.0–42.0,0–2500,0,3–15
Masticophis,flagellum,205–2591,15–17,S,172–212,D,91–129,2,19.5–32.5,–75 to 2520,0,2–24
Masticophis,fuliginosus,311–1729,17,S,175–205,D,99–129,2,20.9–29.5,–85 to 2515,0,–
Masticophis,lateralis,338–1524,17,S,182–216,D,115–153,2,26.1–33.0,0–2315,0,5–11
Masticophis,lineatus,332–1386,17,S,183–202,D,91–134,2,20.7–30.3,615–2070,0,–
Masticophis,mentovarius,305–2527,17,S,166–215,D,95–126,2,22.8–36.8,10–2470,0,7–30
Masticophis,piceus,205–2590,17,S,183–205,D,95–124,2,21.1–29.8,–70 to 2515,0,4–20
Masticophis,schotti,355–1676,13–15,S,181–218,D,113–166,2,29.3–33.8,1000–2395,0,3–20
Masticophis,slevini,1094–1206,15–16,S,197–210,D,132–142,2,25.8–31.4,0–470,0,–
Masticophis,taeniatus,254–1839,12–15,S,183–236,D,105–178,2,24.2–44.4,150–3080,0,3–12
Mastigodryas,alternatus,294–1500,17,S,161–195,D,84–110,2,24.0–32.9,0–1760,0,5–9
Mastigodryas,amarali,419–1300,17,S,183–196,D,98–119,2,22.5–30.1,0–900,0,–
Mastigodryas,boddaerti,240–1364,16–17,S,175–201,D,90–124,2,22.5–40.0,140–2300,0,1–9
Mastigodryas,bruesi,750–1220,17,S,187–209,D,112–133,2,28.8–30.8,0–300,0,–
Mastigodryas,cliftoni,1202–1982,17,S,183–197,D,124–154,2,29.6–58.0,100–2500,0,–
Mastigodryas,danieli,321–1600,17,S,187,D,70,2,26.8–29.3,50–2200,0,–
Mastigodryas,dorsalis,377–1194,17,S,177–196,D,109–137,2,28.4–36.0,300–2290,0,3–4
Mastigodryas,heathii,316–1230,17,S,178–202,D,98–119,2,26.3–30.8,600–2620,0,6
Mastigodryas,melanolomus,233–1365,15–17,S,160–195,D,84–136,2,20.0–35.6,5–1900,0,2–9
Mastigodryas,moratoi,880–1168,17,S,175–187,D,92–102,2,26.9–29.7,25–260,0,–
Mastigodryas,pleii,876–1400,17,S,168–201,D,83–110,2,20.1–29.5,100–1970,0,3–4
Mastigodryas,pulchriceps,382–1530,17,S,171–185,D,84–99,2,26.4–27.2,750–2770,0,–
Mastigodryas,reticulatus,840–1740,16–17,S,181–206,D,102–116,2,19.1–29.6,5–1950,0,–
Maticora,beddomei,435–585,13,S,212–234,E,32–34,2,8.7–11.5,125–1380,0,–
Maticora,bilineata,335–717,13,S,231–285,E,23–31,2,3.7–9.1,10–2070,0,–
Maticora,bivirgata,256–1850,13,S,242–306,E,27–53,2,8.5–13.5,0–1375,0,1–3
Maticora,intestinalis,173–710,13–15,S,197–277,E,14–33,2,4.1–8.3,10–1525,0,1–4
Maticora,philippina,180–713,13,S,228–285,E,20–32,2,5.6–9.7,5–1435,0,–
Maticora,salitan,997–998,13,S,229–249,E,54–60,2,14.1–15.7,185–200,0,–
Maticora,suluensis,455–549,13,S,197–218,E,24–33,2,7.5–11.1,30,0,–
Mehelya,egbensis,235,15,k,150,E,36,2,12.8,350,0,–
Mehelya,gabouensis,308–364,15,k,172–176,E,42,2,12.9–13.0,30–50,0,–
Mehelya,laurenti,465,15,k,202,E,51,2,15.3,350,0,–
Mehelya,poensis,299–1412,15,k,227–262,E,75–124,2,18.3–25.3,0–2195,0,5–14
Mehelya,stenophthalmus,275–761,15,k,175–228,E,45–64,2,12.0–16.8,50–2600,0,–
Meizodon,coronatus,156–650,19,S,162–190,D,61–75,2,19.1–27.2,0–1300,0,–
Meizodon,krameri,317–497,19,S,166–176,D,68–69,2,22.5–23.3,5–10,0,–
Meizodon,plumbiceps,300–550,21,S,201–235,D,76–90,2,18.8–24.5,20–1500,0,–
Meizodon,regularis,190–720,19,S,175–205,D,60–79,2,15.9–22.5,150–2000,0,4
Meizodon,semiornatus,180–800,21,S,159–206,D,62–93,2,20.6–28.3,270–2500,0,2–3
Melanophidium,bilineatum,175–505,15,S,186–200,D,14–17,2,5.1–6.1,700–1525,1,–
Melanophidium,khairei,144–550,15,S,191–200,D,11–13,2,3.6–5.2,510–780,1,–
Melanophidium,punctatum,166–526,15,S,176–198,D,11–18,2,4.5–6.8,200–1500,1,–
Melanophidium,wynaudense,206–438,15,S,170–189,D,10–18,2,3.0–5.5,585–2120,1,–
Mesotes,rutilus,384–641,19,S,115–136,D,56–79,2,24.5–29.3,145–820,1,–
Mesotes,strigatus,130–800,19,S,130–157,D,41–72,2,19.2–26.1,60–1000,1,4–42
Metlapilcoatlus,borealis,389–731,22–25,K,130–132,E,26–35,1,9.7–13.6,1135,1,–
Metlapilcoatlus,indomitus,190–573,24–25,K,140–141,E,37–41,1,10.6–13.7,335–1780,1,14–26
Metlapilcoatlus,mexicanus,145–938,22–31,K,114–135,E,22–39,1,8.9–15.3,40–2200,1,13–36
Metlapilcoatlus,nummifer,130–875,23–25,K,124–138,E,28–38,1,8.8–15.0,5–2000,1,13–26
Metlapilcoatlus,occiduus,166–795,21–27,K,125–137,E,24–36,1,9.0–11.1,100–1700,1,14–25
Metlapilcoatlus,olmec,161–770,23–25,K,103–119,E,25–33,1,10.0–13.3,215–1685,1,12–18
Micrelaps,bicoloratus,110–330,15,S,172–235,D,16–30,2,5.2–17.2,0–2000,? 0,–
Micrelaps,muelleri,150–630,14–15,S,245–284,D,20–32,2,4.6–10.0,–220 to 1800,1,2–4
Micrelaps,vaillanti,120–490,15,S,170–253,D,16–30,2,5.0–15.0,0–1830,? 0,6
Microcephalophis,cantoris,550–1880,30–48,krb,377–474,D,43–57,1,6.1–11.6,–40 to 0,1,3–10
Microcephalophis,gracilis,254–1025,26–47,krq,212–383,D,30–48,1,7.0–13.2,–55 to 10,1,1–16
Micropechis,ikaheka,296–2300,15,S,178–225,D,36–55,2,11.6–13.7,30–1470,0,2–7
Micropisthodon,ochraceus,687–838,17,S,145–150,D,122–133,2,29.1–41.4,20–800,0,10
Micruroides,euryxanthus,190–660,15,S,205–245,E,19–32,2,5.8–9.1,65–2100,0,2–6
Micrurus,albicinctus,269–761,15,S,167–221,E,31–49,2,8.4–15.7,5–1230,0,–
Micrurus,alleni,160–1340,15,S,188–246,E,32–60,2,8.2–19.0,30–1620,0,6–20
Micrurus,altirostris,180–1299,15,S,173–254,E,11–33,2,4.7–7.3,55–935,0,3–10
Micrurus,ancoralis,488–1510,15,S,237–292,E,23–38,2,4.8–8.8,0–1800,0,7
Micrurus,anibal,212–1121,15,S,208–252,E,18–29,2,5.4–6.0,0–25,0,–
Micrurus,annellatus,315–741,15,S,186–225,E,25–50,2,7.2–15.6,200–2000,0,–
Micrurus,apiatus,239–1030,15,S,188–231,E,36–57,2,4.9–17.5,600–1300,0,–
Micrurus,averyi,363–715,15,S,186–220,E,28–49,2,7.9–20.0,100–700,0,–
Micrurus,baliocoryphus,270–1449,15,S,208–233,E,14–27,2,5.1–6.3,60–960,0,–
Micrurus,bernadi,550–826,15,S,198–225,E,34–48,2,8.9–13.1,50–2000,0,–
Micrurus,bocourti,283–820,15,S,194–227,E,23–50,2,7.2–15.7,0–2450,0,–
Micrurus,bogerti,350–770,15,S,213–230,E,38–56,2,10.4–14.5,0–400,0,–
Micrurus,boicora,185–401,15,S,154–168,E,19–24,2,8.8–10.3,200–325,0,–
Micrurus,bolivianus,395–611,15,S,190–216,E,25–50,2,7.6–9.2,180–300,0,–
Micrurus,bonita,189–1453,15,S,203–257,E,15–34,2,5.0–6.9,15–320,0,–
Micrurus,brasiliensis,265–1514,15,S,190–243,E,14–28,2,4.4–7.4,60–960,0,5–6
Micrurus,browni,259–1000,15,S,204–238,E,34–59,2,9.9–16.0,0–2350,0,3–8
Micrurus,camilae,240–630,15,S,268–303,E,30–41,2,5.7–9.2,30–175,0,–
Micrurus,carvalhoi,217–1627,15,S,218–270,E,20–41,2,5.9–8.3,500,0,3–8
Micrurus,catamayensis,500–915,15,S,210–237,E,31–46,2,7.7–12.1,1000–1800,0,–
Micrurus,circinalis,350–800,15,S,174–209,E,30–50,2,8.3–16.0,0–400,0,2–6
Micrurus,clarki,380–832,15,S,190–221,E,34–58,2,10.0–16.3,0–1500,0,–
Micrurus,corallinus,177–987,15,S,188–236,E,21–49,2,7.6–15.6,0–600,0,2–12
Micrurus,decoratus,197–757,15,S,186–223,E,14–35,2,5.6–11.9,4455–1645,0,–
Micrurus,diana,440–1052,15,S,214–246,E,18–27,2,4.9–7.5,240–750,0,3–8
Micrurus,diastema,222–895,15,S,188–229,E,27–65,2,8.9–20.0,0–1780,0,1–11
Micrurus,dissoleucus,162–650,15,S,171–225,E,17–28,2,4.9–9.4,15–550,0,3–7
Micrurus,distans,190–1075,15,S,197–242,E,38–55,2,9.5–15.9,0–2500,0,8–10
Micrurus,diutius,215–1195,15,S,212–276,E,20–43,2,7.6–10.6,75–150,0,2–10
Micrurus,dumerilii,237–1065,15,S,177–220,E,31–58,2,7.8–20.0,80–2135,0,–
Micrurus,elegans,400–1000,15,S,187–228,E,29–49,2,8.0–15.5,100–1880,0,7
Micrurus,ephippifer,500–926,15,S,209–239,E,35–59,2,9.8–14.7,0–2400,0,–
Micrurus,filiformis,225–960,15,S,270–335,E,27–47,2,6.1–8.6,0–500,0,–
Micrurus,frontalis,190–1700,15,S,212–238,E,14–28,2,4.7–6.9,60–960,0,5–7
Micrurus,frontifasciatus,242–1040,15,S,212–245,E,29–41,2,7.2–9.3,500–2840,0,–
Micrurus,fulvius,170–1372,15,S,197–233,E,30–47,2,7.5–15.5,0–400,0,1–13
Micrurus,helleri,215–1517,15,S,225–263,E,30–48,2,7.0–10.7,200–1300,0,5–6
Micrurus,hemprichii,198–917,15,S,156–199,E,22–34,2,7.3–10.0,0–1200,0,1–8
Micrurus,hippocrepis,216–710,15,S,196–226,E,37–57,2,9.6–16.1,10–1000,0,7
Micrurus,ibiboboca,195–1573,15,S,198–243,E,14–36,2,4.5–7.7,60–1200,0,2–14
Micrurus,isozonus,212–1500,15,S,162–236,E,18–39,2,5.3–9.3,5–1400,0,6
Micrurus,janisrozei,211–1163,15,S,209–244,E,16–27,2,4.8–6.3,215–1260,0,–
Micrurus,langsdorffi,230–761,15,S,186–274,E,28–59,2,7.7–16.5,80–450,0,5–6
Micrurus,laticollaris,500–800,15,S,206–225,E,35–47,2,9.6–13.4,300–1915,0,–
Micrurus,latifasciatus,600–1140,15,S,186–214,E,37–56,2,10.4–17.1,75–1375,0,7
